date,spy_open,previous_close,gap_pct,first_1m_return,net_movement,opening_range_high,opening_range_low,opening_range_width,breakout_direction,volatility,volume,rvol_10d,vix_at_open,entry_price,outcome_label,label,max_gain_reached,max_drawdown_reached
2024-01-18,474.01,472.26,0.3706,0.0105,0.0464,474.41,473.87,0.54,UP,0.287,1934775,0.9906,14.38,474.23,PASS,PASS,0.0506,-0.1771
2024-01-19,477.65,476.14,0.3171,-0.0482,-0.0764,477.97,477.19,0.78,DOWN,0.354,2659595,1.3947,13.75,477.285,PASS,PASS,0.2303,-0.0723
2024-01-22,484.01,482.41,0.3317,0.0083,0.1609,484.85,483.9,0.95,UP,0.27,2526642,1.2705,13.5,484.789,PASS,PASS,0.0889,-0.1483
2024-01-23,484.01,483.53,0.0993,0.0496,-0.0826,484.3737,483.5825,0.7912,DOWN,0.3321,1336620,0.6515,13.2,483.61,PASS,PASS,0.1282,-0.0352
2024-01-24,487.81,484.98,0.5835,-0.0758,-0.0533,487.83,487.315,0.515,DOWN,0.2229,1608937,0.8031,12.46,487.55,FAIL_FAKEOUT,PASS,0.0267,-0.2338
2024-01-25,487.575,485.36,0.4564,-0.1241,-0.0113,487.7,486.95,0.75,DOWN,0.347,1533043,0.7686,13.12,487.52,PASS,PASS,0.161,-0.1538
2024-01-26,487.59,488.0,-0.084,0.0307,0.1046,488.35,487.44,0.91,UP,0.3578,1322598,0.6713,13.54,488.1,FAIL_FAKEOUT,PASS,0.0287,-0.2172
2024-01-29,487.73,487.33,0.0821,-0.0144,0.0328,487.93,487.4568,0.4732,UP,0.1749,1335585,0.7177,13.9,487.89,PASS,PASS,0.0779,-0.1004
2024-01-30,490.56,491.09,-0.1079,0.0734,0.0918,491.08,490.52,0.56,UP,0.2179,1315790,0.7146,13.68,491.0101,PASS,PASS,0.0712,-0.1365
2024-01-31,488.62,490.92,-0.4685,0.0215,0.0491,489.0813,488.3696,0.7117,UP,0.2843,1910237,1.0666,13.26,488.86,FAIL_FAKEOUT,PASS,0.043,-0.3437
2024-02-01,484.63,482.76,0.3874,0.1372,0.1862,485.55,484.56,0.99,UP,0.356,2657625,1.52,14.05,485.5323,FAIL_FAKEOUT,PASS,0.1396,-0.262
2024-02-02,489.65,489.02,0.1288,0.0357,-0.0092,490.115,489.3,0.815,DOWN,0.383,2117070,1.1628,14.12,489.605,TAKE,TAKE,0.3533,-0.0255
2024-02-05,493.695,493.77,-0.0152,-0.0841,-0.0517,493.7,493.02,0.68,DOWN,0.3092,1751477,0.9915,14.21,493.44,FAIL_FAKEOUT,PASS,0.0132,-0.537
2024-02-06,493.52,492.17,0.2743,0.079,0.0527,494.0,493.28,0.72,UP,0.3551,1579457,0.9352,13.48,493.78,FAIL_FAKEOUT,PASS,0.1094,-0.3504
2024-02-07,496.29,493.94,0.4758,0.004,-0.0443,496.44,495.97,0.47,DOWN,0.209,1566619,0.9144,12.93,496.07,TAKE,TAKE,0.3971,-0.1431
2024-02-08,498.1,497.91,0.0382,-0.0582,-0.0241,498.18,497.76,0.42,DOWN,0.2111,962391,0.5631,13.0,497.98,PASS,PASS,0.0743,-0.0703
2024-02-09,498.84,498.25,0.1184,-0.0441,0.0341,499.1599,498.49,0.6699,UP,0.269,1329926,0.8051,12.95,499.01,PASS,PASS,0.1563,-0.0521
2024-02-12,501.17,501.04,0.0259,0.018,0.0289,501.44,501.14,0.3,UP,0.152,1278464,0.7736,13.41,501.315,PASS,PASS,0.0309,-0.0588
2024-02-13,494.53,500.93,-1.2776,-0.0607,0.0688,494.9,493.95,0.95,UP,0.388,3172845,1.9265,14.67,494.87,FAIL_FAKEOUT,PASS,0.0647,-0.3334
2024-02-14,496.79,494.06,0.5526,0.0302,-0.0262,497.3,496.53,0.77,DOWN,0.411,2119451,1.1565,14.45,496.66,PASS,PASS,0.2678,-0.1772
2024-02-15,499.29,498.92,0.0742,0.0401,0.1122,499.97,499.2699,0.7001,UP,0.2438,1188933,0.6414,14.36,499.85,PASS,PASS,0.144,-0.0841
2024-02-16,501.7,502.02,-0.0637,-0.0339,-0.1276,501.91,501.008,0.902,DOWN,0.2724,1304676,0.7645,14.4,501.06,FAIL_FAKEOUT,PASS,0.0519,-0.461
2024-02-20,497.72,499.32,-0.3204,0.0342,0.0974,498.41,497.6,0.81,UP,0.3487,1704310,1.0485,15.18,498.205,FAIL_FAKEOUT,PASS,0.0201,-0.4747
2024-02-21,495.42,496.51,-0.2195,0.0283,-0.0404,495.59,495.02,0.57,DOWN,0.288,1445153,0.8917,16.07,495.22,PASS,PASS,0.1696,-0.0626
2024-02-22,504.01,497.09,1.3921,-0.123,-0.1865,504.135,503.065,1.07,DOWN,0.42,2902485,1.8058,14.34,503.07,TAKE,TAKE,0.4681,-0.0099
2024-02-23,509.27,507.38,0.3725,0.0174,0.0982,509.87,509.11,0.76,UP,0.2827,1640473,0.9423,14.1,509.77,PASS,PASS,0.0706,-0.151
2024-02-26,508.3,507.7,0.1182,0.0118,0.059,508.69,508.17,0.52,UP,0.224,1113627,0.6157,13.97,508.6,PASS,PASS,0.0295,-0.1809
2024-02-27,506.7,505.92,0.1542,-0.0217,-0.0997,506.74,506.18,0.56,DOWN,0.238,1038082,0.5809,13.71,506.195,PASS,PASS,0.0761,-0.1314
2024-02-28,505.33,506.93,-0.3156,0.0416,0.0099,505.64,504.99,0.65,UP,0.3182,1264920,0.7175,13.7,505.38,PASS,PASS,0.1207,-0.0831
2024-02-29,508.07,506.04,0.4012,0.0295,0.1319,508.8455,507.99,0.8555,UP,0.2611,1745830,1.1104,13.43,508.74,FAIL_FAKEOUT,PASS,0.0197,-0.3794
2024-03-01,508.98,508.39,0.1161,0.0923,0.0904,509.56,508.86,0.7,UP,0.3012,2757011,1.7963,13.26,509.44,PASS,PASS,0.2041,-0.1727
2024-03-04,512.03,512.75,-0.1404,0.0332,0.0332,512.3,512.02,0.28,UP,0.2026,1677812,0.9918,13.54,512.2,PASS,PASS,0.0859,-0.039
2024-03-05,510.24,512.13,-0.369,0.0059,-0.0882,510.32,509.76,0.56,DOWN,0.24,1560806,0.9027,13.87,509.79,FAIL_FAKEOUT,PASS,0.1785,-0.3295
2024-03-06,510.55,507.34,0.6327,-0.0118,-0.0294,510.8504,510.35,0.5004,DOWN,0.3044,1795065,1.0469,13.9,510.4,FAIL_FAKEOUT,PASS,0.0216,-0.3879
2024-03-07,513.14,509.96,0.6236,-0.0604,0.0068,513.32,512.72,0.6,UP,0.31,1448033,0.8276,14.26,513.175,PASS,PASS,0.2114,-0.1939
2024-03-08,515.46,514.81,0.1263,0.0349,0.1319,516.24,515.31,0.93,UP,0.444,1694504,1.0563,14.09,516.14,TAKE,TAKE,0.403,-0.093
2024-03-11,510.48,512.24,-0.3436,0.0813,-0.0509,510.94,510.19,0.75,DOWN,0.442,2136834,1.3276,15.62,510.22,FAIL_FAKEOUT,PASS,0.1333,-0.3371
2024-03-12,513.45,511.38,0.4048,0.0253,-0.1013,513.8,512.89,0.91,DOWN,0.428,1663323,0.9716,14.41,512.93,FAIL_FAKEOUT,PASS,0.4932,-0.4036
2024-03-13,517.11,516.81,0.058,-0.0251,-0.0851,517.12,516.66,0.46,DOWN,0.221,1055301,0.5947,13.84,516.67,PASS,PASS,0.0271,-0.1935
2024-03-14,516.97,516.07,0.1744,-0.0232,-0.0561,517.0112,516.4,0.6112,DOWN,0.2623,1228947,0.7009,13.58,516.68,FAIL_FAKEOUT,PASS,0.0861,-0.6445
2024-03-15,510.21,514.85,-0.9012,0.0823,0.1235,511.33,510.03,1.3,UP,0.583,4699961,2.7618,14.7,510.84,FAIL_FAKEOUT,PASS,0.0509,-0.3856
2024-03-18,514.0,510.0,0.7843,0.0233,0.1381,514.7301,513.26,1.4701,UP,0.386,2515132,1.3265,14.49,514.71,PASS,PASS,0.1496,-0.1865
2024-03-19,512.15,512.65,-0.0975,-0.0722,-0.0742,512.16,511.32,0.84,DOWN,0.385,1377493,0.6958,14.54,511.77,PASS,PASS,0.0625,-0.127
2024-03-20,515.77,515.81,-0.0078,0.0116,-0.0504,515.99,515.48,0.51,DOWN,0.2632,1015935,0.5179,14.06,515.51,PASS,PASS,0.1787,-0.0582
2024-03-21,523.39,520.23,0.6074,-0.0583,-0.0707,523.5,522.92,0.58,DOWN,0.2103,1456680,0.7734,12.7,523.02,PASS,PASS,0.1893,-0.0488
2024-03-22,522.11,522.22,-0.0211,-0.0077,-0.0287,522.38,521.76,0.62,DOWN,0.294,1090538,0.5787,13.0,521.96,PASS,PASS,0.092,-0.1054
2024-03-25,519.8,521.3,-0.2877,0.0327,0.0866,520.36,519.695,0.665,UP,0.208,1120959,0.6146,13.48,520.25,PASS,PASS,0.123,-0.123
2024-03-26,521.23,520.04,0.2288,-0.0422,0.0249,521.44,520.88,0.56,UP,0.246,875203,0.5081,13.17,521.36,PASS,PASS,0.0422,-0.1017
2024-03-27,521.71,519.13,0.497,-0.0364,-0.0498,521.78,521.35,0.43,DOWN,0.204,1592307,0.9688,13.03,521.45,FAIL_FAKEOUT,PASS,0.0508,-0.3298
2024-03-28,523.21,523.15,0.0115,-0.0287,-0.0382,523.27,522.84,0.43,DOWN,0.184,992196,0.5846,12.99,523.01,PASS,PASS,0.1377,-0.044
2024-04-01,523.83,523.01,0.1568,-0.0458,0.0346,524.11,523.45,0.66,UP,0.2298,1420289,0.8486,13.83,524.0113,FAIL_FAKEOUT,PASS,0.0704,-0.2254
2024-04-02,518.24,522.15,-0.7488,0.0347,-0.056,518.46,517.89,0.57,DOWN,0.2621,2673208,1.9865,14.69,517.95,FAIL_FAKEOUT,PASS,0.0116,-0.2838
2024-04-03,517.72,518.87,-0.2216,0.0029,0.0946,518.34,517.665,0.675,UP,0.2891,1264302,0.9286,15.18,518.21,TAKE,TAKE,0.4728,-0.0946
2024-04-04,523.52,519.73,0.7292,-0.0382,0.0019,523.7,523.22,0.48,UP,0.21,2656455,1.9675,14.0,523.53,FAIL_FAKEOUT,PASS,0.021,-0.2025
2024-04-05,514.46,513.37,0.2123,-0.0194,0.0638,515.18,514.01,1.17,UP,0.425,1969531,1.3007,16.38,514.788,TAKE,TAKE,0.319,-0.1414
2024-04-08,519.15,518.34,0.1563,-0.0231,-0.0356,519.39,518.91,0.48,DOWN,0.351,1231061,0.7864,16.0,518.965,PASS,PASS,0.1648,-0.1898
2024-04-09,520.5,518.78,0.3315,-0.0327,-0.0845,520.75,520.04,0.71,DOWN,0.3319,1585784,1.0039,15.15,520.06,FAIL_FAKEOUT,PASS,0.0923,-0.673
2024-04-10,513.48,519.61,-1.1797,-0.0389,-0.0175,513.66,512.76,0.9,DOWN,0.536,2257006,1.388,16.16,513.3899,TAKE,TAKE,0.3389,-0.1402
2024-04-11,515.68,513.87,0.3522,-0.0349,-0.0562,515.87,514.82,1.05,DOWN,0.442,1788001,1.0135,15.84,515.39,FAIL_FAKEOUT,PASS,0.0116,-0.6422
2024-04-12,514.37,517.92,-0.6854,0.035,0.1186,515.28,514.08,1.2,UP,0.4502,2070340,1.1606,16.58,514.98,FAIL_FAKEOUT,PASS,0.1621,-0.2757
2024-04-15,515.13,510.99,0.8102,-0.0835,-0.1417,515.3,514.34,0.96,DOWN,0.41,2977244,1.5739,16.42,514.4,FAIL_FAKEOUT,PASS,0.1691,-0.4782
2024-04-16,504.94,504.16,0.1547,-0.0198,0.0277,505.2,504.56,0.64,UP,0.416,2041093,0.997,18.94,505.08,FAIL_FAKEOUT,PASS,0.0396,-0.4217
2024-04-17,506.05,503.16,0.5744,-0.0771,-0.0978,506.12,505.4501,0.6699,DOWN,0.453,1942033,0.9788,18.02,505.555,FAIL_FAKEOUT,PASS,0.1315,-0.4164
2024-04-18,501.98,500.05,0.386,0.008,-0.1763,502.08,501.09,0.99,DOWN,0.3988,1830675,0.8922,17.82,501.095,FAIL_FAKEOUT,PASS,0.2624,-0.2724
2024-04-19,499.44,499.69,-0.05,-0.1011,-0.022,499.73,498.6899,1.0401,DOWN,0.513,1610722,0.8179,18.69,499.33,FAIL_FAKEOUT,PASS,0.2253,-0.3465
2024-04-22,497.83,494.92,0.588,-0.0273,-0.1225,498.07,497.1501,0.9199,DOWN,0.534,2158759,1.1166,18.14,497.22,FAIL_FAKEOUT,PASS,0.2011,-0.2011
2024-04-23,501.78,499.19,0.5188,-0.0678,-0.0757,501.92,501.225,0.695,DOWN,0.348,1708360,0.8431,16.54,501.4,TAKE,TAKE,0.6671,-0.015
2024-04-24,506.56,505.42,0.2256,-0.0434,-0.0434,506.83,505.93,0.9,DOWN,0.344,1946657,0.955,15.91,506.34,PASS,PASS,0.2034,-0.081
2024-04-25,499.18,505.55,-1.26,0.014,-0.1422,499.33,498.44,0.89,DOWN,0.363,2729880,1.3599,16.94,498.47,PASS,PASS,0.2588,-0.1966
2024-04-26,506.35,504.31,0.4045,-0.0336,0.075,506.74,505.7,1.04,UP,0.468,2086478,0.9928,15.51,506.73,TAKE,TAKE,0.4499,-0.0513
2024-04-29,510.09,508.28,0.3561,0.0039,0.1157,510.75,509.94,0.81,UP,0.265,1863427,0.886,15.06,510.68,FAIL_FAKEOUT,PASS,0.0098,-0.3251
2024-04-30,508.56,510.31,-0.3429,-0.0472,0.0413,508.82,508.2,0.62,UP,0.338,1066363,0.5354,14.97,508.77,PASS,PASS,0.1553,-0.1042
2024-05-01,501.38,502.14,-0.1514,0.0462,0.0638,501.75,501.16,0.59,UP,0.3818,1527217,0.8062,15.91,501.7,FAIL_FAKEOUT,PASS,0.0259,-0.3229
2024-05-02,504.15,500.31,0.7675,-0.002,-0.2103,504.68,503.09,1.59,DOWN,0.4922,2039174,1.1006,15.03,503.09,FAIL_FAKEOUT,PASS,0.004,-0.7037
2024-05-03,511.16,505.5,1.1197,0.0157,-0.1927,511.39,510.14,1.25,DOWN,0.4998,2760077,1.4731,13.73,510.175,TAKE,TAKE,0.4655,-0.3009
2024-05-06,513.75,511.51,0.4379,-0.0642,-0.0273,513.79,513.3,0.49,DOWN,0.245,1754243,0.8821,13.72,513.61,PASS,PASS,0.185,-0.0214
2024-05-07,517.56,516.52,0.2013,-0.029,0.0365,517.93,517.33,0.6,UP,0.264,1371395,0.7039,13.47,517.7488,PASS,PASS,0.0215,-0.1552
2024-05-08,515.26,517.16,-0.3674,0.0737,0.0657,515.775,515.14,0.635,UP,0.331,1119613,0.5848,13.49,515.5984,PASS,PASS,0.2951,-0.0404
2024-05-09,517.38,517.2,0.0348,0.0715,0.0425,517.77,517.34,0.43,UP,0.279,951214,0.5193,13.19,517.6,PASS,PASS,0.1526,-0.1729
2024-05-10,521.81,520.08,0.3326,-0.0843,0.0594,522.135,521.36,0.775,UP,0.3091,1656925,1.0018,12.82,522.12,FAIL_FAKEOUT,PASS,0.0986,-0.3064
2024-05-13,522.56,520.66,0.3649,-0.0306,-0.1397,522.67,521.825,0.845,DOWN,0.237,1452052,0.9014,13.34,521.83,PASS,PASS,0.0441,-0.1399
2024-05-14,521.11,520.89,0.0422,0.0384,-0.0096,521.43,521.0,0.43,DOWN,0.237,1250027,0.7963,13.73,521.06,PASS,PASS,0.2591,-0.0345
2024-05-15,525.83,523.27,0.4892,0.0304,0.1179,526.53,525.71,0.82,UP,0.264,1529303,0.9629,13.06,526.45,FAIL_FAKEOUT,PASS,0.0665,-0.2412
2024-05-16,529.88,529.32,0.1058,0.0453,0.0415,530.24,529.86,0.38,UP,0.229,1054530,0.6639,12.43,530.1,PASS,PASS,0.1283,-0.1038
2024-05-17,528.81,528.55,0.0492,0.0605,-0.0095,529.2,528.67,0.53,DOWN,0.248,1434588,0.9629,12.3,528.76,PASS,PASS,0.0804,-0.0791
2024-05-20,529.57,529.13,0.0832,0.0245,0.102,530.12,529.47,0.65,UP,0.1751,889485,0.6553,12.25,530.11,PASS,PASS,0.2338,-0.0189
2024-05-21,529.28,530.16,-0.166,-0.0151,0.0453,529.605,529.07,0.535,UP,0.2454,847370,0.6667,12.48,529.52,PASS,PASS,0.1086,-0.0378
2024-05-22,530.65,531.04,-0.0734,0.0283,0.0452,530.9304,530.625,0.3054,UP,0.1647,672377,0.5518,12.0,530.89,PASS,PASS,0.0735,-0.0451
2024-05-23,532.96,530.15,0.53,-0.0807,-0.2064,533.07,531.81,1.26,DOWN,0.338,2048626,1.7453,11.81,531.86,FAIL_FAKEOUT,PASS,0.0395,-0.4353
2024-05-24,527.85,525.8,0.3899,-0.0322,0.0161,527.98,527.28,0.7,UP,0.387,1770010,1.379,12.54,527.935,PASS,PASS,0.1525,-0.1996
2024-05-28,530.27,529.57,0.1322,-0.0151,0.017,530.51,530.1,0.41,UP,0.268,1083444,0.8367,12.53,530.36,FAIL_FAKEOUT,PASS,0.017,-0.2564
2024-05-29,525.68,530.16,-0.845,0.0571,-0.0124,526.02,525.46,0.56,DOWN,0.2642,1209426,0.9614,14.11,525.615,PASS,PASS,0.2578,-0.0466
2024-05-30,524.52,525.99,-0.2795,-0.0153,-0.0191,524.99,524.21,0.78,DOWN,0.3187,1153663,0.92,14.23,524.42,FAIL_FAKEOUT,PASS,0.0763,-0.2002
2024-05-31,523.59,522.44,0.2201,0.0248,-0.0112,523.95,523.36,0.59,DOWN,0.2928,1032485,0.8488,13.84,523.5311,FAIL_FAKEOUT,PASS,0.2443,-0.5484
2024-06-03,529.02,527.49,0.2901,-0.0532,-0.051,529.16,528.62,0.54,DOWN,0.236,1830604,1.5077,13.15,528.75,FAIL_FAKEOUT,PASS,0.1059,-0.2657
2024-06-04,526.46,527.661,-0.2276,0.0095,-0.1178,526.78,525.77,1.01,DOWN,0.2935,841977,0.6716,13.63,525.84,TAKE,TAKE,0.3632,-0.019
2024-06-05,530.77,528.19,0.4885,-0.0923,-0.0886,530.82,530.11,0.71,DOWN,0.294,1751446,1.4023,13.0,530.3,FAIL_FAKEOUT,PASS,0.0358,-0.2969
2024-06-06,534.98,534.46,0.0973,-0.0224,-0.014,535.08,534.67,0.41,DOWN,0.2328,1145973,0.8556,12.65,534.905,PASS,PASS,0.0963,-0.1075
2024-06-07,533.66,534.32,-0.1235,-0.1387,-0.2005,533.7,532.535,1.165,DOWN,0.4672,789251,0.5691,12.86,532.59,TAKE,TAKE,0.4074,-0.0075
2024-06-10,533.18,533.86,-0.1274,-0.0159,-0.0282,533.27,532.73,0.54,DOWN,0.2671,994406,0.7887,13.15,533.0299,PASS,PASS,0.1126,-0.0863
2024-06-11,534.07,535.42,-0.2521,-0.059,-0.0899,534.1,533.38,0.72,DOWN,0.3109,1009274,0.853,13.14,533.59,FAIL_FAKEOUT,PASS,0.0422,-0.2886
2024-06-12,541.63,536.64,0.9299,-0.0517,-0.0554,541.76,541.21,0.55,DOWN,0.315,2028291,1.725,12.42,541.33,TAKE,TAKE,0.4785,-0.0111
2024-06-13,543.15,541.25,0.351,-0.0608,-0.1252,543.19,542.39,0.8,DOWN,0.245,1495466,1.189,12.08,542.47,FAIL_FAKEOUT,PASS,0.094,-0.3761
2024-06-14,540.88,542.52,-0.3023,-0.0055,0.0555,541.18,540.665,0.515,UP,0.286,889788,0.6887,12.6,541.18,FAIL_FAKEOUT,PASS,0.0831,-0.2254
2024-06-17,542.08,542.62,-0.0995,-0.0314,0.0314,542.28,541.7,0.58,UP,0.244,854596,0.6689,13.15,542.25,PASS,PASS,0.118,-0.1185
2024-06-18,547.16,546.93,0.0421,0.0329,0.1188,547.81,547.11,0.7,UP,0.208,842740,0.7142,12.44,547.81,PASS,PASS,0.0748,-0.115
2024-06-20,549.44,548.28,0.2116,-0.04,-0.0837,549.48,548.81,0.67,DOWN,0.246,1163719,0.9861,12.62,548.98,PASS,PASS,0.2077,-0.1057
2024-06-21,544.4,546.69,-0.4189,-0.0349,0.0496,544.72,544.015,0.705,UP,0.4233,1437798,1.2822,13.57,544.67,FAIL_FAKEOUT,PASS,0.0349,-0.3029
2024-06-24,544.33,544.51,-0.0331,-0.0165,-0.0018,544.47,544.125,0.345,DOWN,0.244,1154246,1.0032,13.86,544.32,TAKE,TAKE,0.4832,-0.1029
2024-06-25,543.99,542.55,0.2654,-0.0368,-0.0846,544.07,543.39,0.68,DOWN,0.336,1272330,1.0719,13.43,543.53,PASS,PASS,0.1177,-0.092
2024-06-26,543.69,544.6,-0.1671,-0.0386,-0.0028,543.75,543.17,0.58,DOWN,0.258,933342,0.7683,13.22,543.675,PASS,PASS,0.2069,-0.0469
2024-06-27,545.37,545.2,0.0312,0.0495,0.099,546.0,545.37,0.63,UP,0.2593,595602,0.4934,12.58,545.91,PASS,PASS,0.1923,-0.141
2024-06-28,547.16,546.28,0.1611,-0.0822,0.053,547.47,546.67,0.8,UP,0.314,1190728,1.1191,12.45,547.45,TAKE,TAKE,0.5169,0.0
2024-07-01,545.63,544.39,0.2278,-0.0229,-0.0238,545.8599,545.19,0.6699,DOWN,0.2939,1535112,1.4854,12.86,545.5,FAIL_FAKEOUT,PASS,0.0257,-0.5316
2024-07-02,543.7,545.4,-0.3117,0.0184,0.1711,544.69,543.65,1.04,UP,0.3083,1054924,0.9608,12.56,544.63,PASS,PASS,0.1983,-0.0532
2024-07-03,548.69,548.56,0.0237,0.082,0.1166,549.44,548.65,0.79,UP,0.273,889476,0.7956,12.06,549.33,PASS,PASS,0.142,-0.0819
2024-07-05,551.77,550.89,0.1597,-0.0072,0.0381,551.98,551.56,0.42,UP,0.2254,1004654,0.8948,12.31,551.98,PASS,PASS,0.144,-0.1558
2024-07-08,555.44,554.35,0.1966,0.036,0.0828,556.1085,555.29,0.8185,UP,0.2805,1257445,1.1361,12.58,555.9,PASS,PASS,0.063,-0.1331
2024-07-09,556.26,555.18,0.1945,0.0054,0.0665,556.65,556.11,0.54,UP,0.226,768342,0.7057,12.44,556.63,PASS,PASS,0.0478,-0.1725
2024-07-10,557.07,555.92,0.2069,0.0377,-0.0088,557.32,556.9109,0.4091,DOWN,0.2106,1031271,0.982,12.49,557.021,PASS,PASS,0.1309,-0.0415
2024-07-11,561.44,561.16,0.0499,0.0214,0.0107,561.76,561.26,0.5,UP,0.31,1183119,1.153,12.5,561.5001,FAIL_FAKEOUT,PASS,0.1478,-0.3936
2024-07-12,557.63,556.22,0.2535,0.0,-0.0143,557.97,557.15,0.82,DOWN,0.39,1710359,1.6273,12.55,557.55,TAKE,TAKE,0.4179,-0.0448
2024-07-15,562.03,559.95,0.3715,0.0142,0.0463,562.32,561.92,0.4,UP,0.226,1274478,1.0963,12.86,562.29,PASS,PASS,0.1156,-0.1601
2024-07-16,562.865,561.55,0.2342,0.0098,0.0718,563.32,562.74,0.58,UP,0.281,810233,0.692,13.07,563.269,FAIL_FAKEOUT,PASS,0.0605,-0.2075
2024-07-17,558.8,564.57,-1.022,0.0859,0.1611,559.83,558.8,1.03,UP,0.338,1816818,1.654,13.73,559.7,FAIL_FAKEOUT,PASS,0.1447,-0.3198
2024-07-18,558.51,556.55,0.3522,-0.0662,-0.0591,558.64,558.01,0.63,DOWN,0.262,1549195,1.3189,14.39,558.18,PASS,PASS,0.2401,-0.0851
2024-07-19,552.42,552.89,-0.085,-0.0109,-0.0036,552.89,551.8,1.09,DOWN,0.4369,1060157,0.8546,16.34,552.4,TAKE,TAKE,0.3041,-0.2462
2024-07-22,553.0,549.2201,0.6882,-0.1212,-0.0452,553.06,552.275,0.785,DOWN,0.3689,1694469,1.3598,16.06,552.75,TAKE,TAKE,0.3003,-0.2551
2024-07-23,554.54,554.78,-0.0433,0.0036,0.0216,554.93,554.13,0.8,UP,0.368,652391,0.5058,15.0,554.66,TAKE,TAKE,0.3155,-0.0793
2024-07-24,548.86,554.11,-0.9475,0.0273,-0.1131,549.17,548.07,1.1,DOWN,0.382,1500383,1.1738,15.42,548.2391,FAIL_FAKEOUT,PASS,0.0202,-0.5115
2024-07-25,541.35,541.35,0.0,-0.0277,-0.1007,541.62,540.585,1.035,DOWN,0.437,1153616,0.8705,18.1,540.805,FAIL_FAKEOUT,PASS,0.123,-0.6204
2024-07-26,542.28,538.18,0.7618,-0.1088,-0.0572,542.43,541.49,0.94,DOWN,0.5429,1920193,1.4523,17.63,541.97,TAKE,TAKE,0.4908,-0.0074
2024-07-29,546.02,544.16,0.3418,-0.1233,-0.1886,546.25,544.79,1.46,DOWN,0.554,1749098,1.3022,17.01,544.99,TAKE,TAKE,0.3762,-0.044
2024-07-30,546.26,544.81,0.2661,-0.0394,0.0275,546.69,545.87,0.82,UP,0.3789,1567359,1.1271,16.45,546.41,FAIL_FAKEOUT,PASS,0.1702,-0.3157
2024-07-31,548.98,540.84,1.5051,-0.0783,-0.1822,549.26,547.97,1.29,DOWN,0.424,2375565,1.62,16.45,547.98,TAKE,TAKE,0.4872,-0.073
2024-08-01,552.57,551.37,0.2176,0.0525,0.1665,553.58,552.32,1.26,UP,0.434,1614653,1.0607,16.28,553.49,FAIL_FAKEOUT,PASS,0.2491,-0.6775
2024-08-02,535.75,543.0,-1.3352,-0.0299,-0.3173,535.83,534.01,1.82,DOWN,0.758,2322268,1.519,21.06,534.05,TAKE,TAKE,0.5505,-0.8351
2024-08-05,511.64,532.76,-3.9643,-0.1505,0.1153,513.37,510.27,3.1,UP,1.288,6175663,3.7315,55.68,512.23,TAKE,TAKE,1.6985,-0.2509
2024-08-06,519.22,518.37,0.164,0.0327,0.0462,520.54,518.7,1.84,UP,0.913,2978456,1.4162,32.38,519.46,FAIL_FAKEOUT,PASS,0.9298,-0.3061
2024-08-07,528.47,521.85,1.2686,0.0208,0.0549,529.16,527.94,1.22,UP,0.536,2017638,0.8638,22.97,528.76,TAKE,TAKE,0.5352,-0.0908
2024-08-08,523.91,518.47,1.0492,0.0495,0.0057,524.34,523.17,1.17,UP,0.686,2329541,0.9757,25.71,523.94,FAIL_FAKEOUT,PASS,0.773,-0.4008
2024-08-09,529.81,531.77,-0.3686,-0.0189,0.0453,530.42,529.47,0.95,UP,0.5929,1309890,0.5229,23.91,530.05,FAIL_FAKEOUT,PASS,0.332,-0.2811
2024-08-12,534.21,532.89,0.2477,0.0374,0.0187,534.48,533.97,0.51,UP,0.396,1717791,0.7029,20.52,534.31,FAIL_FAKEOUT,PASS,0.0786,-0.6288
2024-08-13,536.53,533.46,0.5755,0.0541,0.1636,537.69,536.28,1.41,UP,0.4319,1696513,0.695,19.72,537.4075,PASS,PASS,0.194,-0.154
2024-08-14,542.85,541.74,0.2049,0.0534,-0.1068,543.27,542.23,1.04,DOWN,0.406,1377484,0.5614,17.36,542.27,FAIL_FAKEOUT,PASS,0.083,-0.2637
2024-08-15,549.5,543.93,1.024,0.0874,0.0637,550.15,549.31,0.84,UP,0.534,1771737,0.7527,15.25,549.85,PASS,PASS,0.1491,-0.1764
2024-08-16,551.42,553.02,-0.2893,-0.0127,0.0744,552.06,551.26,0.8,UP,0.452,1426314,0.6019,15.56,551.83,TAKE,TAKE,0.3244,-0.0362
2024-08-19,554.73,554.28,0.0812,0.0,0.0883,555.42,554.65,0.77,UP,0.322,1037010,0.4548,15.56,555.22,FAIL_FAKEOUT,PASS,0.0829,-0.2449
2024-08-20,559.15,559.24,-0.0161,0.0537,0.1005,559.76,559.14,0.62,UP,0.22,1073943,0.608,15.05,559.712,PASS,PASS,0.2015,-0.1647
2024-08-21,559.77,558.78,0.1772,0.0143,-0.05,559.93,559.35,0.58,DOWN,0.3004,1222317,0.7757,16.01,559.49,PASS,PASS,0.243,-0.084
2024-08-22,562.56,560.83,0.3085,0.0693,0.068,563.14,562.36,0.78,UP,0.348,968713,0.6474,15.9,562.9427,FAIL_FAKEOUT,PASS,0.0422,-0.4428
2024-08-23,559.53,556.18,0.6023,-0.0626,-0.0602,559.6201,558.83,0.7901,DOWN,0.324,1542607,1.1341,16.98,559.1933,TAKE,TAKE,0.6968,-0.0113
